Time,Text,Name,Tweet_id,Verified
2022-10-04 14:01:59,Vision is the most essential thing to have in any project. We have a vision that will make us a prominent player in the p2e industry. #MWG #motionwreckgames #Bitcoin #P2EGame #gaming #eSports #NFTCommunity #NFT #Streetball #XRPL,@motionwreckg,/motionwreckg/status/1577297988036489216,False
2022-10-04 13:58:33,$BTC #Bitcoin   -= (Lower) Fib. 2.618 held in 2021 and 2022 -Price broke through (Lower) Fib 1.618 in 2021 and 2022 -(Upper) Fib 1.618 was reached in 2021  ..2022 will follow  (= currently at $28k-$30k),@el_crypto_prof,/el_crypto_prof/status/1577297122596196354,False
2022-10-04 13:57:49,"Crypto market cap: $999B #Bitcoin: $20,051 #Ethereum: $1352  GM in green! ",@coingecko,/coingecko/status/1577296936788701184,True
2022-10-04 13:56:31,Don't miss the opportunity and invest in #RBXS    http://linktr.ee/RBXSamurai  #RBXSAMURAI #RBX #RBXS #MATIC #BNB #BITCOIN #BINANCE #AVAX #Money #Marketing #BSC #NFT #SHILLING,@ABOLFAZL_RBXS_,/ABOLFAZL_RBXS_/status/1577296612585574401,False
2022-10-04 13:41:03,Bitflow Finance is a stable swap decentralized exchange #DEX that will allow users to earn yield on #Bitcoin  (read that again)  join our beta list https://bitflow.finance,@Bitflow_Finance,/Bitflow_Finance/status/1577292717452845063,True
2022-10-04 13:35:36,#Bitcoin will make Republicans move to the center on social issues and Democrats more to the center on economic issues.,@Dennis_Porter_,/Dennis_Porter_/status/1577291348465815552,True
2022-10-04 13:31:10,#Bitcoin looks to be getting a nice relief rally the past couple days. Looking for a little push on $BLQC as well #bitcoininvestment,@LovesStocks,/LovesStocks/status/1577290231404969985,False
2022-10-04 13:28:04,I just sent out issue 13 of Bitcoin Market Intelligence   Topics covered: -Bitcoin decoupling?  -Hashrate  -UK markets in turmoil  -Is Credit Suisse bankrupt?  -Fed pivot?   #Bitcoin $BTC https://getrevue.co/profile/bitcoinmarketintelligence/issues/bitcoin-market-intelligence-issue-13-1345427…,@JanWues,/JanWues/status/1577289453529436160,False
2022-10-04 13:26:56,"Walking around in public places, all I want to do is give people the #Bitcoin Orange Pill, but it's really hard to bring it up randomly without coming across as a nutjob. Wait.",@parman_the,/parman_the/status/1577289166265933825,False
2022-10-04 13:25:47,Would you rather hold #Bitcoin or #ETH? ,@missteencrypto,/missteencrypto/status/1577288877370392577,True
2022-10-04 13:25:00,#Bitcoin is the best long-term Investment you can make.,@rovercrc,/rovercrc/status/1577288678682099715,True
2022-10-04 13:24:04,"$BTC   Exactly as we expected, the fake pump happened and now we are trying to break an important resistance to the upside  Please  and RT  if you found this useful. #Crypto #cryptocurrency #BTC #Bitcoin   https://twitter.com/Dollarcurrency1/status/1576562498085715970?s=20&t=OR3y5QHryj4AstxfHMS2Dw…",@Dollarcurrency1,/Dollarcurrency1/status/1577288443402625024,False
2022-10-04 13:21:38,"Hello citizens!  Today, we were at Blockchain Economy Summit!We could not be more excited and happier to meet with the blockchain community from all around the world. Thank you everyone for the pleasant conversations we had there! #BEDubai2022 #Dubai #MetagalaxyLand #Bitcoin #BSC",@metagalaxyland,/metagalaxyland/status/1577287832137306113,True
2022-10-04 13:20:47,Only #Bitcoin is inevitable,@stacyherbert,/stacyherbert/status/1577287618223431680,False
2022-10-04 13:19:07,#Bitcoin dominance looks like it wants to go higher,@intocryptoverse,/intocryptoverse/status/1577287197916794880,True
2022-10-04 13:19:06,"Buy the dip (dollar cost average), accumulate, and hold . #KOACOMBAT  $Jasmy  #LUNACLASSSIC  #AWC_TheClub  #ETH  #Madhattertoken  #AWRT  #Bitcoin",@Jose36661435,/Jose36661435/status/1577287194980384769,False
2022-10-04 13:18:56,1/ .BTC names continue to dominate the transactional volume of NFTs on #Bitcoin / @Stacks + @xverseApp   Here's a thread on the bull case for Blockchain Name System #BNS . ,@YukanL,/YukanL/status/1577287153041936384,True
2022-10-04 13:17:49,UK Google searches for “savings account” just hit an all-time high.   needs #Bitcoin,@BitcoinMagazine,/BitcoinMagazine/status/1577286871062761474,False
2022-10-04 13:16:51, Austin Bitcoin Club is this Thursday!  630-830PM at @bitcoincommons     Bitcoin privacy in a world of surveillance Securing your bitcoin  Bring yourself and a friend in need of #bitcoin   Stimulating conversation Food and drink Hope for the future,@AustinBTCclub,/AustinBTCclub/status/1577286627491127296,False
2022-10-04 13:00:58,Good morning Bitcoin cult members!   #Bitcoin #WeAreAllSatoshi,@CryptoCloaks,/CryptoCloaks/status/1577282629426065410,False
2022-10-04 12:58:16,@AlkimiExchange is going to be a Top 10 #crypto & here's why:  Digital advertising is spending $616B in 2022. Even if $ADS captures 1% of the digital advertising market that's $6.16B.  Currently that's approximately the MCap of $SHIB...  $DAG $LTX #crypto #Bitcoin,@SCrypto333,/SCrypto333/status/1577281950011703299,True
2022-10-04 12:53:54,Nation's are mining #Bitcoin with flared gas and you're bearish right now? ,@derekmross,/derekmross/status/1577280852723400704,True
2022-10-04 12:53:37,ARE YOU READY? 4BIT IS LISTING ON COINCODEX. Buy $4bit here http://4bitprotocol.io  Stake 4bit to earn $Busd   We are just getting started    #4bit #bitcoin  #listing #Giveaway #BSC,@4bitprotocol,/4bitprotocol/status/1577280782040645633,False
2022-10-04 12:51:29,#Bitcoin / $BTC  On the verge of breaking above an 11 month bearish resistance dating back to the ATH in November of ‘21.  Squeeze season and the green days of Uptober are nearly upon us.,@CryptoKaleo,/CryptoKaleo/status/1577280246625116160,True
2022-10-04 12:50:55,The #bitcoin blockchain hashrate is at an all time high.,@niccary,/niccary/status/1577280104132390912,True
2022-10-04 12:50:19,#Bitcoin   Bullish cross forming on the weekly VI indicator for $BTC,@YellowBlock_io,/YellowBlock_io/status/1577279950779871233,False
2022-10-04 12:48:42,"Is there anyone who believes that climate change is real and urgent that is crazy enough to also believe that Bitcoin could actually be good for the planet??  Yep, I happen to believe just that.  And I'm not the only one.     Here's my #Bitcoin x Climate journey...   Thread ",@eliasvansickle,/eliasvansickle/status/1577279546562609154,False
2022-10-04 12:41:39, Hello #Taro: Building the (Tap)Root of the World's Financial Network with #Bitcoin https://lightning.engineering/posts/2022-9-28-taro-launch/…,@BTC_LN,/BTC_LN/status/1577277769343377414,False
2022-10-04 12:40:54,#Bitcoin Bullish Ascending Triangle !!!  My other analyses on my Telegram : Signs up here :  → http://bit.ly/3RjHHEq or → http://bit.ly/3wbqBjH  #BTC,@AurelienOhayon,/AurelienOhayon/status/1577277580197052417,True
2022-10-04 12:30:16,"Ok ok ladies and gentlemen, I’ll post a step-to-step guide on  1) How to set up and run your own #Bitcoin node 2) How to set-up a hardware-wallet (*signing device)  Because it is important. Stay tuned. Coming soon. In the meantime you can comment with your most helpful sources ",@CarlBMenger,/CarlBMenger/status/1577274903559970816,False
2022-10-04 12:30:06,The strengthening of the U.S. dollar is plunging the world into a financial crisis. What does this mean for crypto?  Get @BSCNews Premium Content like this by holding a @BSCNewsNFT!  #crypto #DeFi #Bitcoin #BSCNewsNFT,@BSCNews,/BSCNews/status/1577274862338539523,True
2022-10-04 12:27:10,#BITCOIN CRASH #CRYPTO ARRESTS #cryptoapocalypse   The Game is Over as US Marshals CLOSE IN.....  https://youtu.be/tcikOQW1_Xc,@ComstockRoyalty,/ComstockRoyalty/status/1577274123587198976,False
2022-10-04 12:27:03,The mental gymnastics required to be a #Bitcoin maxi in 2022:,@spencernoon,/spencernoon/status/1577274096395509761,True
2022-10-04 12:22:07,"#Bitcoin is constantly gaining in users & general adoption  It never shrinks, it always grows  Hence why we know with 100% certainty #Bitcoin will reach $300,000 within a few years",@MartiniGuyYT,/MartiniGuyYT/status/1577272854730932224,True
2022-10-04 12:20:53,#Bitcoin is the Cure.,@saylor,/saylor/status/1577272544347856896,True
2022-10-04 12:20:43,Unexpected Prizes Coming Soon to #NFT Cats and Robots Holders from the Ailoverse Project  #GameFi #crypto #DeFi #btc #bitcoin #game,@ailoverse,/ailoverse/status/1577272504082915329,False
2022-10-04 12:20:27,#Bitcoin fixes this  Watch El Salvador over next five years for the proof,@stacyherbert,/stacyherbert/status/1577272434209656833,False
2022-10-04 12:19:39,GM  Waking in the first country to adopt #Bitcoin as legal tender. Few. Living the dream.  What is your dream?,@njelsalvador,/njelsalvador/status/1577272232568508416,False
2022-10-04 12:16:54,@WeFi_DAO always will be ready for the updates and changes.  Payments Giant Mastercard Launches Cryptocurrency Anti-Fraud Tool for Card Issuers #Bitcoin #Ethereum #BTC #ETH #Crypto #CryptoNews   https://dailycrypto.us.com/payments-giant-mastercard-launches-cryptocurrency-anti-fraud-tool-for-card-issuers/…,@MoonBank_Web3,/MoonBank_Web3/status/1577271540072484864,False
2022-10-04 12:15:16,"#Bitcoin at $100,000 by the end of 2022 unlikely, @davidgokhshtein thinks, expecting $XRP to rally",@Utoday_en,/Utoday_en/status/1577271129907019777,True
2022-10-04 12:01:25,"When our parents try to understand #Bitcoin …lol, we’ll get you there mom. ",@laurenoflight_,/laurenoflight_/status/1577267645014888449,False
2022-10-04 12:01:24,"Russia to allow international trade in #Bitcoin and crypto ""for any industry without restrictions"" - Head of Financial Policy at Ministry of Finance.",@BonaDeaCrypto,/BonaDeaCrypto/status/1577267639373934592,False
2022-10-04 12:00:38,Global Crypto Market Cap $956.54B +3.04% 24h   #Bitcoin #BTC $ETH #Crypto #CryptoNews,@gokhshteinmedia,/gokhshteinmedia/status/1577267449577500673,True
2022-10-04 11:53:34,BREAKING: JUST IN: Russia will allow international trade in #Bitcoin and #Crypto for any industry without restrictions,@MartiniGuyYT,/MartiniGuyYT/status/1577265668856385537,True
2022-10-04 11:50:30,"#Bitcoin is going to $180,000 in 2024",@MartiniGuyYT,/MartiniGuyYT/status/1577264897833852928,True
2022-10-04 11:49:42,I don't need to complain about the main-net.. Core pioneers and real core miner's would only understand how serious the @Coredao_Org project is.. #SatoshiPlusConsensus #CORE #CoreDAO #Bitcoin #ETH #crypto,@SatoshiBTCss,/SatoshiBTCss/status/1577264697925316611,False
2022-10-04 11:43:37,"The journey for be Bitcoiner is hard, but not impossible of pass. Buzz words, regulators and shitcoins are only high preference time for shitcoiners while Bitcoin is low preference time. #bitcoin #bitcoiner #lightningnetwork #sidechain #layer2",@RSync25,/RSync25/status/1577263164911243264,False
2022-10-04 11:41:57,"I know there are more intelligent people in the space than me, but...  How can anyone who wants to be taken seriously suggest #bitcoin can exist without #Bitcoin?",@PeterMcCormack,/PeterMcCormack/status/1577262748194701312,True
2022-10-04 11:39:42,New #Bitcoin mining Hash Rate ATH: It breaks over 240 million TH/s.,@Xentagz,/Xentagz/status/1577262179799007232,True
2022-10-04 11:37:57,#Bitcoin whole coiners after the 2024 halving ,@bitcoin_clown,/bitcoin_clown/status/1577261737673625600,False
2022-10-04 11:37:19,USD Supply = Infinite #Bitcoin = Scarce  You pick where you'd rather store your wealth.   @anilsaidso,@milesdeutscher,/milesdeutscher/status/1577261579607101441,True
2022-10-04 11:13:42,GM!   Remember that this cycle will be the last where you can accumulate full #bitcoin coins  Think about your future self!  Low time preference baby!,@bitcoin_clown,/bitcoin_clown/status/1577255636168896513,False
2022-10-04 11:12:59,In just a few hours we'll be going live on YouTube (16:00 UTC) for a chat with makers @_reneaaron & @Koty_Auditore to discuss experiences building awesome tools and apps on #bitcoin and Lightning   Don't miss it!  https://youtube.com/c/BOLTFUN,@boltfun_btc,/boltfun_btc/status/1577255455378001920,False
2022-10-04 11:12:17,DID YOU RECEIVE THIS WEEK'S @CryptoSavingExp NEWSLETTER?   Post your screenshot below for a chance to win FREE #BITCOIN    Sign up here  http://CryptoSavingExpert.com,@CryptoSavingExp,/CryptoSavingExp/status/1577255282513584130,True
2022-10-04 11:05:32,"In the illustration below, #LUNC’s flow will have a nuclear explosion within today #LUNC chart movement is important, but you should also refer to the flow of #Bitcoin and #NASDAQ these days. Everything is good today.  So, buy #LUNC now If you agree, follow, retweet or like",@aussiehaggie,/aussiehaggie/status/1577253581283287040,False
2022-10-04 11:00:54,#BITCOIN  IS CHEAP!,@cryptojack,/cryptojack/status/1577252415111299075,True
2022-10-04 11:00:02,The #unicorn #funding slump is worse than you thought  https://bit.ly/3yefXcU  #cryptocurrencies #MachineLearning #AI #Python #DeepLearning #100DaysOfCode #fintech #nocode #bitcoin #cybersecurity #cybersecurite #metaverse #NFTs #web3 #amazon,@VeilleCyber3,/VeilleCyber3/status/1577252198425284610,True
2022-10-04 10:56:35,"This is not #Bitcoin, #gold or any shit coin.  This is my portfolio ",@EvanLuthra,/EvanLuthra/status/1577251329474338816,True
2022-10-04 10:52:45,"Are you heading out to Pacific #Bitcoin this November?   If so, make sure you keep an eye on this page we have setup to track all PB side events!   https://bitcoinerevents.com/events/category/pb-events/…  If you still need tickets you can grab them @pacificbitcoin.com and remember to use promo code ""EVENTS""",@BitcoinerEvents,/BitcoinerEvents/status/1577250362888957952,False
2022-10-04 10:52:18,"JUST IN:  Russia to allow international trade in #Bitcoin and crypto ""for any industry without restrictions"" - Head of Financial Policy at Ministry of Finance",@BitcoinMagazine,/BitcoinMagazine/status/1577250250917433345,False
2022-10-04 10:49:53,"#Silver has broken out vs #Bitcoin I think I posted this one almost a year ago. Seemed ridiculous back then. Now, not so much... #northstarbadcharts #stocks #SPX #silver #crypto #uranium #commodities #inflation #commoditywars #currencywars #fintwit",@NorthstarCharts,/NorthstarCharts/status/1577249644639588352,True
2022-10-04 10:36:56,Bitcoin has taught me that: 'Work Hard to Play Hard' is a Capitalist trope designed to make me work my ass off to buy shit I don't need to feed the pockets of the 1%. #bitcoin,@QuestioningBTC,/QuestioningBTC/status/1577246385442652160,False
2022-10-04 10:32:12,Dear @wef where does your authority come from and who gave you the right to play 'god' in the World. I DO NOT CONSENT. #bitcoin #wef #economics,@QuestioningBTC,/QuestioningBTC/status/1577245191202750464,False
2022-10-04 10:29:26,#McDonalds in Switzerland’s Lugano has started accepting #Bitcoin payments over the Lightning Network.  Lugano City will be holding one of Europe’s biggest #crypto events at the end of October.,@BonaDeaCrypto,/BonaDeaCrypto/status/1577244498412773376,False
2022-10-04 10:24:13,#Bitcoin & #Altcoins are low  Buy Low Sell High ,@MartiniGuyYT,/MartiniGuyYT/status/1577243184526110720,True
2022-10-04 10:21:50, yes or no ? #Bitcoin,@moonshilla,/moonshilla/status/1577242585298444288,False
2022-10-04 10:18:57,"MCDONALD'S: Bitcoin payments now accepted in Lugano, Switzerland.   #Bitcoin +++",@BTC_Archive,/BTC_Archive/status/1577241857150844929,True
2022-10-04 10:18:52,I buy #Bitcoin every day ,@MartiniGuyYT,/MartiniGuyYT/status/1577241838997884928,True
2022-10-04 10:17:42,"For me, I just buy whatever I can afford on Bitcoin no matter the price. Seeing my sats count go up is the thrill for me. I'm securing my future generations freedom and doing my bit for humanity and its potential in a fiat free world. #bitcoin",@QuestioningBTC,/QuestioningBTC/status/1577241544536379392,False
2022-10-04 10:17:21, ⁠McDonald’s starts to accept #Bitcoin and #Tether in Lugano Switzerland ,@Btcexpertindia,/Btcexpertindia/status/1577241456284033024,True
2022-10-04 10:15:48,"$30,000 #Bitcoin will happen in 2022",@MartiniGuyYT,/MartiniGuyYT/status/1577241063861161984,True
2022-10-04 10:11:11,"JUST IN: Argentina  1/2 YPF Luz, a subsidiary company of the state oil company YPF, provides electricity to a #Bitcoin mining plant.  Electricity is generated with the residual or vent gas from the Vaca Muerta oil well, one of the largest reserves in the region.",@bitcoinaz,/bitcoinaz/status/1577239904810999809,False
2022-10-04 10:09:13,"$BTC #Bitcoin - Update  Hope you were listening, when I shared this chart several times over the last few weeks.  Left= $BTC '18-'21. Right=Inverse-Chart $BTC '21-'22.  -the only chart you need and it works like clockwork -fakeout completed, way to $30.000 Dollar has begun",@el_crypto_prof,/el_crypto_prof/status/1577239408209952768,False
2022-10-04 10:00:59,Let's talk about the stock to flow model.   One of the most controversial price prediction model for #Bitcoin   Learn the ins and outs for free ,@TheCryptoLark,/TheCryptoLark/status/1577237335632125954,True
2022-10-04 10:00:02,"""Buying your first NFT can seem intimidating, but actually it is very simple!""  In a super-short and interesting podcast, our Founder - Sallyann Della Casa - encourages you to make your first NFT purchase. Listen now- https://lnkd.in/eCMrvgb5  #GLEAC #Podcast #NewPodcast #Bitcoin",@SallyannGleac,/SallyannGleac/status/1577237097055854593,False
2022-10-04 10:00:01,"#Bitcoin Yearly Lows:  2012: $4 2013: $65  2014: $200 2015: $185  2016: $365 2017: $780 2018: $3,200 2019: $3,400 2020: $3,867 2021: $28,600",@Jamyies,/Jamyies/status/1577237095508312064,True
2022-10-04 08:39:00,"Right on the lake in #lugano  ""All your euros are going to zero"" ""The world has never needed #bitcoin more than it does today"" ""#bitcoin is freedom"" 28/29 October https://planb.lugano.ch/planb-forum/",@paoloardoino,/paoloardoino/status/1577216704345767936,True
2022-10-04 08:37:18," Octoberfest great SALE up to 50% off on selected stores from Oct 26 to Oct 30, 2022. Visit http://Expresspi.com for more details.   To Get Free TPG Credits register @ https://expresspi.com  #TPG  #PiNetwork #PiPayment  #Bitcoin   #TrinityProjectGroup  #Stellar",@ExpressPi,/ExpressPi/status/1577216275851317249,False
2022-10-04 08:31:12,"If you're a lover of opportunities , embrace #CORE mining and u will be glad u did #Bitcoin  was like this in 209",@Realnoni4Real,/Realnoni4Real/status/1577214743139340289,False
2022-10-04 08:30:10,Market is on fire   #SHIB #Bitcoin,@ShibAlexander,/ShibAlexander/status/1577214482522087424,False
2022-10-04 08:26:43,Will the Simpsons prophecy come true? $0.000273  #ShibaEternity #ShibaEternityDownloadDay #Shiba #Bitcoin   #Bitcoin,@RFE0409,/RFE0409/status/1577213612183400448,False
2022-10-04 08:24:34,"#Bitcoin OI has exploded higher since about $19.5k with longs being the aggressor.  Evident across most exchanges, Bybit, Binance, FTX...",@tedtalksmacro,/tedtalksmacro/status/1577213071432351744,True
2022-10-04 08:23:06,We giveaway 10$ in USDT  every week to our followers . Sunday is the Draw.  What you need to do ?  1. Follow @ShardeumSwap 2. Like and retweet all our tweets 3. Tag at least 3 of your friends   #SSwap #GiveAway #Crypto #Bitcoin      #gem,@ShardeumSwap,/ShardeumSwap/status/1577212703189262336,False
2022-10-04 08:08:40,"#Bitcoin above $20,000 again ",@TheDustyBC,/TheDustyBC/status/1577209073807675392,True
2022-10-04 08:08:11,#BITCOIN BREAKOUT CONTINUES,@TheDustyBC,/TheDustyBC/status/1577208952135172096,True
2022-10-04 08:07:00,#Bitcoin Breaking Bullish! ,@rovercrc,/rovercrc/status/1577208651399368704,True
2022-10-04 08:05:53,"The top 10 #cryptocurrencies booked gains over the past 24 hours, with #Ripple (XRP) and #Solana (SOL) leading the pack at 3.41% and 3.35%.  via @TheMonsoonChild #Bitcoin #Ethereum #wMarket",@CryptoSlate,/CryptoSlate/status/1577208369961500672,True
2022-10-04 08:05:26,Soon: There is no second best  #Bitcoin,@i_am_jackis,/i_am_jackis/status/1577208257986187264,True
2022-10-04 08:04:55, Tune in today @ 3 PM EST on @jrnyintoweb3   @herogamer21btc will be talking all things about Stacks Improvement Proposal Calls & more! #Bitcoinaire #Bitcoin #NFT #Web3 #web3community   https://twitter.com/i/spaces/1OwxWwRrdpexQ?s=20…,@iamkayleebtc,/iamkayleebtc/status/1577208128734605312,False
2022-10-04 08:03:29,"#Bitcoin may be down 60% this past year, but if I hadn’t been working for it during that time, I bet I would’ve made far less and saved almost none. So no, I haven’t lost money saving #bitcoin. I’ve worked much harder, earned much more, and saved much more because of it.",@w_s_bitcoin,/w_s_bitcoin/status/1577207767567253504,True
2022-10-04 08:02:58,"#Bitcoin just hit $20,000 ",@Ashcryptoreal,/Ashcryptoreal/status/1577207637799600128,True
2022-10-04 07:35:00,In 25 mins there is an H4 close and it could be the first time since ATH #Bitcoin breaks above its downtrend   Break the red and nothing but empty space above us ,@i_am_jackis,/i_am_jackis/status/1577200598319042562,True
2022-10-04 07:34:43,Goood morning #Bitcoin Twitter ,@justlenasart,/justlenasart/status/1577200526118133760,True
2022-10-04 07:30:17,Is the world ready for Web 3.0?   Listen here at week #1 https://constellationfund.podbean.com/e/week-1-value-by-constellation-fund/…  #throwbacktuesday #cxnfund #bitcoin #cryptocurrency #blockchain #ethereum #btc #forex #trading #money #crypto #eth #investment  #nft #business  #binance #bitcoincash #litecoin #finance,@CXNFund,/CXNFund/status/1577199413084184576,False
2022-10-04 07:28:25,"Up the market goes.  Flipping $19,500 for support.  Now, if range-high at $19,600 holds for #Bitcoin, I assume we'll continue towards $22,400.",@CryptoMichNL,/CryptoMichNL/status/1577198944223830017,True
2022-10-04 07:27:51,"#Lightningcapacity in #Bitcoin October 4, 2022",@Lightning_CIB,/Lightning_CIB/status/1577198801957576704,False
2022-10-04 07:27:40,Do you know where the decentralization boundary is between the network and the team? Charles Hoskinson does the same work for #Cardano as Adam Back does for #Bitcoin. Neither of them has any influence on the decentralization of the network.,@Cardanians_io,/Cardanians_io/status/1577198755799240704,True
2022-10-04 07:23:39,"#Bitcoin about to hit $20,000! ",@rovercrc,/rovercrc/status/1577197743688163328,True
2022-10-04 07:21:41,$BTC Seems like Ready for Another Bullish Rally..!!  #Crypto #Bitcoin #BTC #BTCUSDT,@CryptoFaibik,/CryptoFaibik/status/1577197248558964737,True
2022-10-04 07:21:11,University of Zurich and ETH Zurich Among World’s Best Universities for Blockchain Education. https://fintechnews.ch/blockchain_bitcoin/university-of-zurich-and-eth-zurich-among-worlds-best-universities-for-blockchain-education/55450/… @UZH_en @ETH_en #blockchain #bitcoin #fintech #universities #study,@FintechCH,/FintechCH/status/1577197123245940737,False
2022-10-04 06:45:19, FIAT IS DYING Buy #Bitcoin   FIAT IS DYING Buy #Bitcoin  FIAT IS DYING Buy #Bitcoin  FIAT IS DYING Buy #Bitcoin  FIAT IS DYING Buy #Bitcoin,@0711_BTC,/0711_BTC/status/1577188094306316290,False
2022-10-04 06:42:28,"#Bitcoin // 04.10.22  Likes & RT’s appreciated, enjoy :)",@ApeDurden,/ApeDurden/status/1577187380779368450,True
2022-10-04 06:37:04,"Mentioned yesterday that if #Bitcoin flips $20k, think price ultimately goes higher than many current intra-day targets - $25k for a start.  Why?",@TraderBGK,/TraderBGK/status/1577186019220201472,False
2022-10-04 06:32:37,"If #Bitcoin has a strong October, which altcoins do you think will perform the best? ",@milesdeutscher,/milesdeutscher/status/1577184900394135552,True
2022-10-04 06:30:00,When #governments use #AI to #predict what the #people want  https://bit.ly/3e17W48  #cryptocurrencies #MachineLearning #AI #Python #DeepLearning #100DaysOfCode #fintech #nocode #bitcoin #cybersecurity #cybersecurite #metaverse #NFTs #web3 #Tesla,@VeilleCyber3,/VeilleCyber3/status/1577184243075121152,True
2022-10-04 06:27:43,"Bollywood  Bitcoin  My first attempt at #Bitcoin ""Technical"" Educational content  It was a lot of fun  Please share for exposure!",@cjchua21,/cjchua21/status/1577183665628794882,False
2022-10-04 06:25:19,#Bitcoin   Phase II almost complete. Uptober is generally a good starting point for some upside ,@StockmoneyL,/StockmoneyL/status/1577183062336471041,True
2022-10-04 06:20:29,"Which of these is likely to happen before End of Year?  #Bitcoin  to $35,000 #Ethereum to $3,500 #BNB  to $500 #SOL to $100 #MATIC to $1.5 #KASTA to $1",@valeriehub_,/valeriehub_/status/1577181845405720576,False
2022-10-04 06:16:45,A little green on the chart for #Bitcoin & #Saitama  Let's go #SaitamaWolfPack #Wolfpack #SaitamaV2 #SaitaPrp #SAITAMACOMMUNITY,@KenlyLuxie,/KenlyLuxie/status/1577180907403808768,False
2022-10-04 06:15:00,Top 5 #Deepfake #Scams that Stormed the Internet this Year  https://bit.ly/3RACpUm  #cryptocurrencies #MachineLearning #AI #Python #DeepLearning #100DaysOfCode #fintech #nocode #bitcoin #cybersecurity #cybersecurite #metaverse #NFTs #web3 #Tesla,@VeilleCyber3,/VeilleCyber3/status/1577180464963637248,True
2022-10-04 06:08:04,Kim Kardashian slapped with $1 million fine over a cryptocurrency post #cryptocurrency #BTC #bitcoin #crypto #NFT,@TweakTown,/TweakTown/status/1577178723563933696,True
2022-10-04 05:19:57,"#Bitcoin updates: Daily Candle closed with a medium sized bullish candle, breaking out a 2-week Symmetrical Triangle.  #BTC #Cryptos",@TATrader_Alan,/TATrader_Alan/status/1577166612305612800,True
2022-10-04 05:15:00,Love in the Time of #AI  https://bit.ly/3SP1iNg  #cryptocurrencies #MachineLearning #AI #Python #DeepLearning #100DaysOfCode #fintech #nocode #bitcoin #cybersecurity #cybersecurite #metaverse #NFTs #web3 #Tesla,@VeilleCyber3,/VeilleCyber3/status/1577165365590872065,True
2022-10-04 05:11:29,Did not have this one on my 2022 bingo card.   #bitcoin,@NeilJacobs,/NeilJacobs/status/1577164480630644737,True
2022-10-04 05:09:07,"Speaking with Michael @saylor this week.  What should I ask him?  Side note - if you haven't seen my original Coin Stories interview with him, it's one of my most-downloaded episodes, sharing his fascinating origin story and journey to #Bitcoin:",@natbrunell,/natbrunell/status/1577163886762942464,True
2022-10-04 05:00:27,7.9 Billion people in the world  21 Million #Bitcoin,@cryptojack,/cryptojack/status/1577161705859256320,True
2022-10-04 04:59:14,GM Namibia!  Dial *142*8333# on @MTCNamibia (1NAD charge) to get @Machankura8333  Register & change your username in the 'Settings' menu.   Reply to this thread with your username and receive enough #Bitcoin to buy 5NAD credit!  ,@LandifaBitcoin,/LandifaBitcoin/status/1577161400610619392,False
2022-10-04 04:58:53,#Bitcoin   Another day in this sideways chop zone while everyone argues about which direction price is going to go. ,@Nebraskangooner,/Nebraskangooner/status/1577161313049903106,True
2022-10-04 04:39:21,I went back and re-watched the #Bitcoin V.S #BitcoinSV debate hosted by @HotepJesus with @kurtwuckertjr @Bitcoin_Beyond @brian_trollz @PeterMcCormack,@andres_dekar,/andres_dekar/status/1577156396440686593,False
2022-10-04 04:38:34,"We're going to enter the crypto bull market around mid-November or the end of November By that time, my prediction is that #LUNC will be reaching 0.001000. As you know, the crypto bull market goes up with all coins, including #Bitcoin  Then, #LUNC is expected to rise further",@aussiehaggie,/aussiehaggie/status/1577156196527919106,False
2022-10-04 04:35:46,Why #KimKardashian could be ‘tip of the iceberg’   for #celeb #crypto crackdown   https://nypost.com/2022/10/03/kim-kardashian-could-be-tip-of-the-iceberg-for-celeb-crypto-crackdown/… #fintech #regulation #SEC #NFT #bitcoin @LJMoynihan @theo_wayt @nypostbiz,@SpirosMargaris,/SpirosMargaris/status/1577155492928954368,True
2022-10-04 03:14:41,"#Bitcoin at a price crossroads while hitting new Lightning Network milestones: What will happen next?   Stay up to date on #BTC, #Ethereum, #Celsius, and more by following our  weekly crypto analysis.  Read more: https://kucoin.com/blog/btc-bulls-and-bears-divided-nfts-celsius-ethereum-in-the-spotlight…",@kucoincom,/kucoincom/status/1577135090181677062,False
2022-10-04 03:08:25,If you think that #Bitcoin is expensive you’re missing the whole point.,@CedYoungelman,/CedYoungelman/status/1577133510049280000,True
2022-10-04 03:02:30,The world is waking up to fiat money garbage and the genius of #Bitcoin,@maxkeiser,/maxkeiser/status/1577132022698426368,False
2022-10-04 03:00:35,Bitcoin $BTC Stock’s Value Falls in the Face of a Robust Dollar What a Fund Manager Predicts Will Take Place Next   https://go.pressreach.com/43f1d420  #Bitcoin #BTC #StockMarket #Stocks #CryptoNews,@Press_Reach,/Press_Reach/status/1577131539011338241,False
2022-10-04 03:00:01,Campaign Advance Notice    2022/10/04 10:00~（UTC） You can get Bitcoin (BTC)  We will be holding a Twitter campaign  Please check the details in today’s tweet.  #bitcastle #cryptocurrency  #GIVEWAY  #Airdrop  #Bitcoin  #BTC,@bit_castle,/bit_castle/status/1577131397239668743,False
